DateTimeUTC,StageIV_Precip_in,SelectedFile,SourceType,WeightColUsed
2025-05-01 00:00:00+00:00,0.0,st4_conus.2025050100.01h.grb2,conus,WatershedFraction
2025-05-01 01:00:00+00:00,0.0,st4_conus.2025050101.01h.grb2,conus,WatershedFraction
2025-05-01 02:00:00+00:00,0.0,st4_conus.2025050102.01h.grb2,conus,WatershedFraction
2025-05-01 03:00:00+00:00,0.0,st4_conus.2025050103.01h.grb2,conus,WatershedFraction
2025-05-01 04:00:00+00:00,0.0,st4_conus.2025050104.01h.grb2,conus,WatershedFraction
2025-05-01 05:00:00+00:00,0.0,st4_conus.2025050105.01h.grb2,conus,WatershedFraction
2025-05-01 06:00:00+00:00,0.0,st4_conus.2025050106.01h.grb2,conus,WatershedFraction
2025-05-01 07:00:00+00:00,0.0,st4_conus.2025050107.01h.grb2,conus,WatershedFraction
2025-05-01 08:00:00+00:00,0.0,st4_conus.2025050108.01h.grb2,conus,WatershedFraction
2025-05-01 09:00:00+00:00,0.0,st4_conus.2025050109.01h.grb2,conus,WatershedFraction
2025-05-01 10:00:00+00:00,0.0,st4_conus.2025050110.01h.grb2,conus,WatershedFraction
2025-05-01 11:00:00+00:00,0.0,st4_conus.2025050111.01h.grb2,conus,WatershedFraction
2025-05-01 12:00:00+00:00,0.0,st4_conus.2025050112.01h.grb2,conus,WatershedFraction
2025-05-01 13:00:00+00:00,0.0,st4_conus.2025050113.01h.grb2,conus,WatershedFraction
2025-05-01 14:00:00+00:00,0.0,st4_conus.2025050114.01h.grb2,conus,WatershedFraction
2025-05-01 15:00:00+00:00,0.0,st4_conus.2025050115.01h.grb2,conus,WatershedFraction
2025-05-01 16:00:00+00:00,0.0,st4_conus.2025050116.01h.grb2,conus,WatershedFraction
2025-05-01 17:00:00+00:00,0.0,st4_conus.2025050117.01h.grb2,conus,WatershedFraction
2025-05-01 18:00:00+00:00,0.0,st4_conus.2025050118.01h.grb2,conus,WatershedFraction
2025-05-01 19:00:00+00:00,0.0,st4_conus.2025050119.01h.grb2,conus,WatershedFraction
2025-05-01 20:00:00+00:00,0.0,st4_conus.2025050120.01h.grb2,conus,WatershedFraction
2025-05-01 21:00:00+00:00,0.0,st4_conus.2025050121.01h.grb2,conus,WatershedFraction
2025-05-01 22:00:00+00:00,0.0,st4_conus.2025050122.01h.grb2,conus,WatershedFraction
2025-05-01 23:00:00+00:00,0.0,st4_conus.2025050123.01h.grb2,conus,WatershedFraction
2025-05-02 00:00:00+00:00,0.0,st4_conus.2025050200.01h.grb2,conus,WatershedFraction
2025-05-02 01:00:00+00:00,0.0,st4_conus.2025050201.01h.grb2,conus,WatershedFraction
2025-05-02 02:00:00+00:00,0.0,st4_conus.2025050202.01h.grb2,conus,WatershedFraction
2025-05-02 03:00:00+00:00,0.0,st4_conus.2025050203.01h.grb2,conus,WatershedFraction
2025-05-02 04:00:00+00:00,0.0,st4_conus.2025050204.01h.grb2,conus,WatershedFraction
2025-05-02 05:00:00+00:00,0.0,st4_conus.2025050205.01h.grb2,conus,WatershedFraction
2025-05-02 06:00:00+00:00,0.0,st4_conus.2025050206.01h.grb2,conus,WatershedFraction
2025-05-02 07:00:00+00:00,0.0,st4_conus.2025050207.01h.grb2,conus,WatershedFraction
2025-05-02 08:00:00+00:00,0.0,st4_conus.2025050208.01h.grb2,conus,WatershedFraction
2025-05-02 09:00:00+00:00,0.0,st4_conus.2025050209.01h.grb2,conus,WatershedFraction
2025-05-02 10:00:00+00:00,0.0,st4_conus.2025050210.01h.grb2,conus,WatershedFraction
2025-05-02 11:00:00+00:00,0.0,st4_conus.2025050211.01h.grb2,conus,WatershedFraction
2025-05-02 12:00:00+00:00,0.0,st4_conus.2025050212.01h.grb2,conus,WatershedFraction
2025-05-02 13:00:00+00:00,0.0,st4_conus.2025050213.01h.grb2,conus,WatershedFraction
2025-05-02 14:00:00+00:00,0.0,st4_conus.2025050214.01h.grb2,conus,WatershedFraction
2025-05-02 15:00:00+00:00,0.0,st4_conus.2025050215.01h.grb2,conus,WatershedFraction
2025-05-02 16:00:00+00:00,0.0,st4_conus.2025050216.01h.grb2,conus,WatershedFraction
2025-05-02 17:00:00+00:00,0.0,st4_conus.2025050217.01h.grb2,conus,WatershedFraction
2025-05-02 18:00:00+00:00,0.0,st4_conus.2025050218.01h.grb2,conus,WatershedFraction
2025-05-02 19:00:00+00:00,0.0001325345150861552,st4_conus.2025050219.01h.grb2,conus,WatershedFraction
2025-05-02 20:00:00+00:00,0.0,st4_conus.2025050220.01h.grb2,conus,WatershedFraction
2025-05-02 21:00:00+00:00,0.0,st4_conus.2025050221.01h.grb2,conus,WatershedFraction
2025-05-02 22:00:00+00:00,0.0,st4_conus.2025050222.01h.grb2,conus,WatershedFraction
2025-05-02 23:00:00+00:00,0.0,st4_conus.2025050223.01h.grb2,conus,WatershedFraction
2025-05-03 00:00:00+00:00,0.0,st4_conus.2025050300.01h.grb2,conus,WatershedFraction
